toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,st_rad_err,st_logg_err,st_teff_err,notes,accepted
3694.01,3694,470822809,470822809.01,1,PC,01h33m43.72s,23.432187,,,+59d25m32.17s,59.425604,,,-7.019,0.018,-0.018,0.0,1.0,-19.99,0.027,-0.027,0.0,1.0,2458812.951218,0.005923,-0.005923,0,1,2.5400911,0.0012765,-0.0012765,0,1,1.668,0.36,-0.36,0,1,4260.0,24.6267,-24.6267,0,1,5.00683,0.601564,-0.601564,0,1,102.529,,,,,886.0,,,,,12.6639,0.006,-0.006,0,1,188.226,0.6715,-0.6715,0,1,4245.0,140.1,-140.1,0,1,4.49,0.1,-0.1,0,1,0.77,0.07,-0.07,0,1,2021-06-23 15:17:53,2021-10-29 12:59:15,0.07,0.1,140.1,,True
3696.01,3696,202872757,202872757.01,1,PC,02h26m52.58s,36.719078,,,+45d02m16.67s,45.037963,,,6.189,0.1,-0.1,0.0,1.0,-6.484,0.079,-0.079,0.0,1.0,2458810.171641,0.003381,-0.003381,0,1,4.42477,0.0013936,-0.0013936,0,1,4.309,0.428,-0.428,0,1,4430.0,5.2964,-5.2964,0,1,12.8643,1.04073,-1.04073,0,1,932.683,,,,,1539.0,,,,,12.4838,0.008,-0.008,0,1,866.835,45.374,-45.374,0,1,6120.1,137.5,-137.5,0,1,3.96,0.09,-0.09,0,1,1.86,0.13,-0.13,0,1,2021-06-23 15:17:53,2021-12-21 12:01:51,0.13,0.09,137.5,,True
3698.01,3698,266425782,266425782.01,1,PC,05h51m32.16s,87.883981,,,+36d47m14.28s,36.7873,,,2.524,0.053,-0.053,0.0,1.0,-14.11,0.042,-0.042,0.0,1.0,2458836.833612,0.004472,-0.004472,0,1,2.3458931,0.0009247,-0.0009247,0,1,3.881,0.417,-0.417,0,1,5280.0,6.77638,-6.77638,0,1,12.8182,0.84245,-0.84245,0,1,2675.81,,,,,2003.0,,,,,12.488,0.015,-0.015,0,1,741.97,15.147,-15.147,0,1,6121.8,106.5,-106.5,0,1,4.0,0.08,-0.08,0,1,1.78,0.09,-0.09,0,1,2021-06-23 15:18:23,2021-12-21 12:01:51,0.09,0.08,106.5,,True
3699.01,3699,266401846,266401846.01,1,PC,04h03m44.98s,60.937413,,,+50d14m10.34s,50.236205,,,2.378,0.046,-0.046,0.0,1.0,-3.838,0.036,-0.036,0.0,1.0,2458837.89158,0.001996,-0.001996,0,1,3.044164,0.0005658,-0.0005658,0,1,2.895,0.309,-0.309,0,1,11180.0,9.82793,-9.82793,0,1,17.6937,0.968942,-0.968942,0,1,1459.0,,,,,1721.0,,,,,12.7775,0.027,-0.027,0,1,770.947,15.8075,-15.8075,0,1,7046.0,223.5,-223.5,0,1,4.19,0.09,-0.09,0,1,1.66,0.07,-0.07,0,1,2021-06-23 15:18:23,2021-10-29 12:59:15,0.07,0.09,223.5,,True
3700.01,3700,417676091,417676091.01,1,PC,05h29m00.21s,82.250858,,,+68d28m53.06s,68.481405,,,-2.47,0.019,-0.019,0.0,1.0,1.887,0.023,-0.023,0.0,1.0,2458837.028531,0.002229,-0.002229,0,1,4.4174434,0.000802,-0.000802,0,1,3.238,0.267,-0.267,0,1,13700.0,10.9601,-10.9601,0,1,13.1521,0.742907,-0.742907,0,1,487.229,,,,,1308.0,,,,,12.8166,0.007,-0.007,0,1,600.806,5.86,-5.86,0,1,6166.0,129.0,-129.0,0,1,4.41,0.09,-0.09,0,1,1.12,0.05,-0.05,0,1,2021-06-23 15:18:23,2021-10-29 12:59:15,0.05,0.09,129.0,,True
3703.01,3703,260962960,260962960.01,1,PC,05h04m22.18s,76.092396,,,+44d20m02.79s,44.334107,,,1.876,0.08,-0.08,0.0,1.0,-5.63,0.066,-0.066,0.0,1.0,2458835.70255,0.00369,-0.00369,0,1,3.8880894,0.0014244,-0.0014244,0,1,3.988,0.455,-0.455,0,1,8560.0,6.32323,-6.32323,0,1,21.0458,1.27118,-1.27118,0,1,1306.01,,,,,1674.0,,,,,12.3653,0.017,-0.017,0,1,786.966,26.313,-26.313,0,1,6530.0,157.0,-157.0,0,1,3.87,0.09,-0.09,0,1,2.24,0.12,-0.12,0,1,2021-06-23 15:18:23,2021-12-21 12:01:51,0.12,0.09,157.0,,True
3708.01,3708,251652214,251652214.01,1,PC,03h04m37.31s,46.155455,,,+59d21m24.93s,59.356926,,,22.477,0.042,-0.042,0.0,1.0,-6.954,0.074,-0.074,0.0,1.0,2458826.58031,0.001359,-0.001359,0,1,7.2733247,0.0005349,-0.0005349,0,1,4.362,0.164,-0.164,0,1,13090.0,2.27587,-2.27587,0,1,13.2853,0.778266,-0.778266,0,1,182.983,,,,,1024.0,,,,,11.9786,0.006,-0.006,0,1,313.908,3.178,-3.178,0,1,5400.0,277.5,-277.5,0,1,4.3,0.09,-0.09,0,1,1.13,0.06,-0.06,0,1,2021-06-23 15:18:24,2021-11-19 12:02:23,0.06,0.09,277.5,,True
3714.01,3714,155867025,155867025.01,1,PC,04h38m12.56s,69.552342,,,+39d27m28.81s,39.458003,,,19.7,0.087,-0.087,0.0,1.0,-70.764,0.049,-0.049,0.0,1.0,2458840.510859,0.000728,-0.000728,0,1,2.1548334,0.0001509,-0.0001509,0,1,1.547,0.066,-0.066,0,1,45880.0,14.3923,-14.3923,0,1,11.1785,0.393427,-0.393427,0,1,40.7864,,,,,704.0,,,,,13.1751,0.007,-0.007,0,1,112.71,0.5825,-0.5825,0,1,3538.0,157.0,-157.0,0,1,4.73,0.01,-0.01,0,1,0.51,0.02,-0.02,0,1,2021-06-23 15:18:25,2021-10-29 12:59:15,0.02,0.01,157.0,,True
3717.01,3717,348099535,348099535.01,1,PC,04h39m51.83s,69.965956,,,+46d40m10s,46.669445,,,0.712,0.096,-0.096,0.0,1.0,0.494,0.087,-0.087,0.0,1.0,2458823.030985,0.00666,-0.00666,0,1,10.1182835,0.0055293,-0.0055293,0,1,2.645,0.604,-0.604,0,1,3120.0,13.3462,-13.3462,0,1,10.4862,0.880676,-0.880676,0,1,147.401,,,,,970.0,,,,,11.5813,0.015,-0.015,0,1,505.231,15.077,-15.077,0,1,7253.0,164.5,-164.5,0,1,4.13,0.09,-0.09,0,1,1.82,0.09,-0.09,0,1,2021-06-23 15:18:25,2022-04-20 12:06:50,0.09,0.09,164.5,,True
3718.01,3718,417942201,417942201.01,1,PC,04h22m51.28s,65.713648,,,+41d07m31.13s,41.125315,,,0.428,0.109,-0.109,0.0,1.0,-0.373,0.06,-0.06,0.0,1.0,2458834.649331,0.004916,-0.004916,0,1,4.230596,0.0020719,-0.0020719,0,1,4.263,0.526,-0.526,0,1,3770.0,7.23992,-7.23992,0,1,12.1709,0.919293,-0.919293,0,1,1263.61,,,,,1661.0,,,,,12.1578,0.011,-0.011,0,1,767.821,30.4245,-30.4245,0,1,6455.1,100.8,-100.8,0,1,3.94,0.1,-0.1,0,1,2.02,0.12,-0.12,0,1,2021-06-23 15:18:25,2022-04-20 12:06:50,0.12,0.1,100.8,,True
3719.01,3719,150074121,150074121.01,1,PC,04h13m08.8s,63.286661,,,+54d34m19.54s,54.572095,,,8.47,0.036,-0.036,0.0,1.0,-10.702,0.028,-0.028,0.0,1.0,2458840.449743,0.002002,-0.002002,0,1,1.2220299,0.0001801,-0.0001801,0,1,1.643,0.199,-0.199,0,1,8730.0,10.632,-10.632,0,1,14.0931,0.978272,-0.978272,0,1,2375.65,,,,,1944.0,,,,,12.8297,0.021,-0.021,0,1,583.038,8.4205,-8.4205,0,1,6629.1,124.4,-124.4,0,1,4.24,0.1,-0.1,0,1,1.48,0.09,-0.09,0,1,2021-06-23 15:18:26,2022-07-20 12:03:42,0.09,0.1,124.4,,True
3720.01,3720,347051112,347051112.01,1,PC,04h02m47.19s,60.696633,,,+39d02m28.76s,39.041323,,,6.948,0.116,-0.116,0.0,1.0,-6.337,0.074,-0.074,0.0,1.0,2458837.730219,0.003636,-0.003636,0,1,4.7378024,0.0014863,-0.0014863,0,1,1.321,0.461,-0.461,0,1,2680.0,24.9471,-24.9471,0,1,14.4858,1.6082,-1.6082,0,1,126.671,,,,,934.0,,,,,11.4343,0.006,-0.006,0,1,487.904,13.944,-13.944,0,1,6533.0,181.7,-181.7,0,1,3.72,0.09,-0.09,0,1,2.64,0.13,-0.13,0,1,2021-06-23 15:18:26,2022-04-20 12:06:50,0.13,0.09,181.7,,True
3721.01,3721,143687316,143687316.01,1,PC,05h22m26.78s,80.611594,,,+40d25m33.57s,40.425991,,,3.046,0.048,-0.048,0.0,1.0,-16.249,0.034,-0.034,0.0,1.0,2458839.000359,0.003881,-0.003881,0,1,3.5423183,0.0010651,-0.0010651,0,1,2.976,0.392,-0.392,0,1,7520.0,11.0176,-11.0176,0,1,9.79489,0.729484,-0.729484,0,1,344.93,,,,,1200.0,,,,,12.6975,0.006,-0.006,0,1,416.005,5.075,-5.075,0,1,5151.0,168.9,-168.9,0,1,4.3,0.09,-0.09,0,1,1.1,0.07,-0.07,0,1,2021-06-23 15:18:26,2021-12-21 12:01:51,0.07,0.09,168.9,,True
3724.01,3724,143642240,143642240.01,1,PC,05h21m42.21s,80.425878,,,+36d16m28.69s,36.274635,,,6.777,0.075,-0.075,0.0,1.0,-18.27,0.052,-0.052,0.0,1.0,2458838.121011,0.001867,-0.001867,0,1,,,,0,1,6.092,1.006,-1.006,0,1,8780.0,7.94329,-7.94329,0,1,13.5121,0.762777,-0.762777,0,1,549.591,,,,,1348.0,,,,,11.7012,0.006,-0.006,0,1,438.246,8.6785,-8.6785,0,1,6523.0,167.7,-167.7,0,1,4.28,0.09,-0.09,0,1,1.39,0.06,-0.06,0,1,2021-06-23 15:18:26,2021-12-21 12:01:51,0.06,0.09,167.7,,True
3727.01,3727,339207847,339207847.01,1,PC,05h37m55.13s,84.479701,,,+64d32m43.65s,64.545457,,,0.403,0.04,-0.04,0.0,1.0,1.74,0.041,-0.041,0.0,1.0,2458820.604127,0.002481,-0.002481,0,1,13.3918911,0.0040693,-0.0040693,0,1,4.462,0.402,-0.402,0,1,7020.0,5.90424,-5.90424,0,1,12.471,0.702055,-0.702055,0,1,129.022,,,,,938.0,,,,,11.6439,0.01,-0.01,0,1,461.037,8.8075,-8.8075,0,1,6475.0,134.9,-134.9,0,1,4.23,0.09,-0.09,0,1,1.47,0.07,-0.07,0,1,2021-06-23 15:18:27,2022-04-20 12:06:50,0.07,0.09,134.9,,True
3732.01,3732,321894059,321894059.01,1,PC,05h38m27.32s,84.613821,,,+57d01m53.13s,57.031425,,,3.465,0.053,-0.053,0.0,1.0,-3.54,0.048,-0.048,0.0,1.0,2458837.443197,0.007688,-0.007688,0,1,2.9594651,0.0021098,-0.0021098,0,1,3.84,0.927,-0.927,0,1,2460.0,782.468,-782.468,0,1,17.5182,7.27343,-7.27343,0,1,11520.9,,,,,2886.0,,,,,12.4096,0.007,-0.007,0,1,1033.68,29.015,-29.015,0,1,6633.2,117.8,-117.8,0,1,3.84,0.09,-0.09,0,1,2.35,0.12,-0.12,0,1,2021-06-23 15:18:27,2021-12-21 12:01:51,0.12,0.09,117.8,,True
3733.01,3733,321436679,321436679.01,1,PC,05h32m33.76s,83.140649,,,+57d37m23.13s,57.623092,,,0.18,0.035,-0.035,0.0,1.0,-3.739,0.033,-0.033,0.0,1.0,2458840.174434,0.002366,-0.002366,0,1,2.1268311,0.0003906,-0.0003906,0,1,1.898,0.249,-0.249,0,1,6890.0,9.53539,-9.53539,0,1,19.5197,1.22645,-1.22645,0,1,909.617,,,,,1529.0,,,,,12.6396,0.013,-0.013,0,1,881.379,16.3,-16.3,0,1,6361.4,114.5,-114.5,0,1,3.83,0.09,-0.09,0,1,2.28,0.11,-0.11,0,1,2021-06-23 15:18:27,2021-10-29 12:59:15,0.11,0.09,114.5,,True
3735.01,3735,317252733,317252733.01,1,PC,03h42m21.63s,55.590143,,,+58d17m43.2s,58.295332,,,-7.014,0.039,-0.039,0.0,1.0,-10.691,0.041,-0.041,0.0,1.0,2458839.259122,0.000666,-0.000666,0,1,3.352748,0.0001859,-0.0001859,0,1,3.816,0.077,-0.077,0,1,11500.0,0.946908,-0.946908,0,1,11.2377,1.13621,-1.13621,0,1,1178.56,,,,,1632.0,,,,,11.3032,0.006,-0.006,0,1,278.597,2.086,-2.086,0,1,6245.0,106.5,-106.5,0,1,4.51,0.11,-0.11,0,1,1.02,0.1,-0.1,0,1,2021-06-23 15:18:28,2021-12-21 12:01:51,0.1,0.11,106.5,,True
3737.01,3737,96074951,96074951.01,1,PC,04h49m42.52s,72.427173,,,+35d18m05.97s,35.301657,,,-0.108,0.1,-0.1,0.0,1.0,-1.196,0.055,-0.055,0.0,1.0,2459523.144198,0.000876,-0.000876,0,1,5.5609997,1.43e-05,-1.43e-05,0,1,4.204,0.19,-0.19,0,1,9170.0,2.04433,-2.04433,0,1,15.2954,0.892006,-0.892006,0,1,424.633,,,,,1264.0,,,,,11.4963,0.006,-0.006,0,1,324.005,4.981,-4.981,0,1,5863.0,357.4,-357.4,0,1,4.07,0.1,-0.1,0,1,1.58,0.09,-0.09,0,1,2021-06-23 15:18:28,2022-03-11 10:10:02,0.09,0.1,357.4,,True
3744.01,3744,86075481,86075481.01,1,PC,04h01m05.72s,60.273843,,,+67d30m27.49s,67.507635,,,1.643,0.025,-0.025,0.0,1.0,-4.418,0.042,-0.042,0.0,1.0,2458835.414515,0.007338,-0.007338,0,1,3.8975752,0.0031864,-0.0031864,0,1,3.996,0.515,-0.515,0,1,2880.0,7.45268,-7.45268,0,1,14.9343,1.11689,-1.11689,0,1,1157.46,,,,,1624.0,,,,,12.4084,0.017,-0.017,0,1,938.939,24.714,-24.714,0,1,6257.0,157.3,-157.3,0,1,3.65,0.08,-0.08,0,1,2.74,0.14,-0.14,0,1,2021-06-23 15:18:29,2021-10-29 12:59:15,0.14,0.08,157.3,,True
3747.01,3747,647636934,647636934.01,1,PC,03h55m56.08s,58.983683,,,+57d50m02.84s,57.834123,,,-0.287,0.033,-0.033,0.0,1.0,2.225,0.034,-0.034,0.0,1.0,2458840.726616,0.005521,-0.005521,0,1,1.5503832,0.0006452,-0.0006452,0,1,1.994,0.591,-0.591,0,1,4000.0,1383.51,-1383.51,0,1,18.6311,8.15352,-8.15352,0,1,18107.5,,,,,3231.0,,,,,12.5715,0.023,-0.023,0,1,937.29,21.296,-21.296,0,1,7747.0,208.7,-208.7,0,1,4.1,0.08,-0.08,0,1,1.99,0.07,-0.07,0,1,2021-06-23 15:18:30,2021-12-21 12:01:51,0.07,0.08,208.7,,True
3750.01,3750,468777766,468777766.01,1,PC,05h05m41.71s,76.423773,,,+67d49m13.14s,67.820318,,,8.267,0.023,-0.023,0.0,1.0,-20.118,0.034,-0.034,0.0,1.0,2458826.425862,0.001625,-0.001625,0,1,12.4844641,0.0014759,-0.0014759,0,1,2.827,0.499,-0.499,0,1,17130.0,21.3373,-21.3373,0,1,8.49489,0.407563,-0.407563,0,1,7.652,,,,,463.0,,,,,12.9865,0.007,-0.007,0,1,156.504,0.568,-0.568,0,1,3815.0,157.0,-157.0,0,1,4.63,0.01,-0.01,0,1,0.63,0.02,-0.02,0,1,2021-06-23 15:18:30,2021-10-29 12:59:15,0.02,0.01,157.0,,True
3754.01,3754,81593515,81593515.01,1,PC,03h07m44.21s,46.934208,,,+62d23m58.85s,62.39968,,,6.068,0.046,-0.046,0.0,1.0,-4.071,0.051,-0.051,0.0,1.0,2458839.285714,0.012435,-0.012435,0,1,2.5312823,0.0009511,-0.0009511,0,1,4.428,2.154,-2.154,0,1,1320.0,43.5352,-43.5352,0,1,11.7709,2.26008,-2.26008,0,1,9149.72,,,,,2724.0,,,,,11.8974,0.046,-0.046,0,1,812.367,23.513,-23.513,0,1,6170.0,337.6,-337.6,0,1,3.56,0.11,-0.11,0,1,2.98,0.17,-0.17,0,1,2021-06-23 15:18:30,2022-04-20 12:06:50,0.17,0.11,337.6,,True
3755.01,3755,281196902,281196902.01,1,PC,04h38m59.34s,69.747261,,,+66d40m16.35s,66.671209,,,-11.435,0.029,-0.029,0.0,1.0,11.512,0.054,-0.054,0.0,1.0,2458833.216787,0.001541,-0.001541,0,1,5.5452538,0.0011944,-0.0011944,0,1,2.869,0.65,-0.65,0,1,8800.0,17.6219,-17.6219,0,1,10.5597,0.804769,-0.804769,0,1,208.799,,,,,1059.0,,,,,12.079,0.006,-0.006,0,1,322.356,2.953,-2.953,0,1,5354.0,315.4,-315.4,0,1,4.34,0.11,-0.11,0,1,1.08,0.06,-0.06,0,1,2021-06-23 15:18:31,2021-12-21 12:01:51,0.06,0.11,315.4,,True
3761.01,3761,275703182,275703182.01,1,PC,03h14m40.79s,48.669955,,,+66d55m14.79s,66.920775,,,17.163,0.018,-0.018,0.0,1.0,-26.454,0.027,-0.027,0.0,1.0,2458812.228444,0.001031,-0.001031,0,1,25.8944827,0.0005207,-0.0005207,0,1,2.136,0.162,-0.162,0,1,27610.0,1634.3,-1634.3,0,1,17.6301,3.59975,-3.59975,0,1,2.69966,,,,,357.0,,,,,12.8508,0.006,-0.006,0,1,215.482,0.7835,-0.7835,0,1,4375.0,121.1,-121.1,0,1,4.53,0.1,-0.1,0,1,0.74,0.06,-0.06,0,1,2021-06-23 15:18:31,2021-10-29 12:59:15,0.06,0.1,121.1,,True
3762.01,3762,9833284,9833284.01,1,PC,04h41m18.15s,70.325641,,,+55d55m59.71s,55.933254,,,1.596,0.06,-0.06,0.0,1.0,-14.041,0.055,-0.055,0.0,1.0,2458839.718032,0.002274,-0.002274,0,1,0.6843601,0.0001334,-0.0001334,0,1,0.762,0.186,-0.186,0,1,720.0,5.92887,-5.92887,0,1,6.83269,0.751495,-0.751495,0,1,2045.89,,,,,1873.0,,,,,10.6872,0.033,-0.033,0,1,476.182,9.745,-9.745,0,1,6779.0,102.4,-102.4,0,1,3.93,0.1,-0.1,0,1,2.17,0.15,-0.15,0,1,2021-06-23 15:18:32,2022-07-06 12:02:40,0.15,0.1,102.4,,True
3763.01,3763,432114158,432114158.01,1,PC,03h51m47.44s,57.947685,,,+47d08m59.62s,47.149894,,,-1.574,0.064,-0.064,0.0,1.0,-0.937,0.047,-0.047,0.0,1.0,2458838.422639,0.001434,-0.001434,0,1,2.0044091,0.0002535,-0.0002535,0,1,3.091,0.181,-0.181,0,1,10470.0,4.20902,-4.20902,0,1,18.822,0.960153,-0.960153,0,1,4202.5,,,,,2243.0,,,,,12.5159,0.018,-0.018,0,1,855.352,21.954,-21.954,0,1,7284.0,174.8,-174.8,0,1,4.14,0.09,-0.09,0,1,1.81,0.08,-0.08,0,1,2021-06-23 15:18:32,2022-01-21 12:05:03,0.08,0.09,174.8,,True
3765.01,3765,432078760,432078760.01,1,PC,03h50m02.83s,57.511805,,,+46d40m51.75s,46.681042,,,0.96,0.07,-0.07,0.0,1.0,-0.742,0.05,-0.05,0.0,1.0,2458836.476634,0.00096,-0.00096,0,1,3.147936,0.0003075,-0.0003075,0,1,3.076,0.165,-0.165,0,1,11270.0,2.44885,-2.44885,0,1,17.95,0.750654,-0.750654,0,1,1686.2,,,,,1785.0,,,,,11.7734,0.025,-0.025,0,1,620.461,12.775,-12.775,0,1,7298.0,220.4,-220.4,0,1,4.23,0.08,-0.08,0,1,1.64,0.06,-0.06,0,1,2021-06-23 15:18:32,2021-12-21 12:01:51,0.06,0.08,220.4,,True
3768.01,3768,268172361,268172361.01,1,PC,05h33m31.07s,83.379462,,,+45d04m54.18s,45.081717,,,2.476,0.038,-0.038,0.0,1.0,-1.383,0.03,-0.03,0.0,1.0,2458840.470597,0.006822,-0.006822,0,1,2.1791116,0.00092,-0.00092,0,1,2.988,1.086,-1.086,0,1,7980.0,248.899,-248.899,0,1,19.4618,3.59662,-3.59662,0,1,5855.53,,,,,2437.0,,,,,12.9859,0.009,-0.009,0,1,1309.84,41.05,-41.05,0,1,7166.0,134.8,-134.8,0,1,4.04,0.09,-0.09,0,1,1.99,0.1,-0.1,0,1,2021-06-23 15:18:32,2021-10-29 12:59:15,0.1,0.09,134.8,,True
3769.01,3769,428251130,428251130.01,1,PC,03h39m17.77s,54.82405,,,+52d49m28.74s,52.824649,,,-9.531,0.075,-0.075,0.0,1.0,1.281,0.066,-0.066,0.0,1.0,2458821.027915,0.001379,-0.001379,0,1,10.3380912,0.0008853,-0.0008853,0,1,3.972,0.164,-0.164,0,1,6750.0,1.86915,-1.86915,0,1,14.0125,0.645523,-0.645523,0,1,183.03,,,,,1024.0,,,,,10.5375,0.006,-0.006,0,1,276.632,2.659,-2.659,0,1,6650.0,181.1,-181.1,0,1,4.12,0.09,-0.09,0,1,1.7,0.07,-0.07,0,1,2021-06-23 15:18:32,2021-11-19 12:02:23,0.07,0.09,181.1,,True
3772.01,3772,426319499,426319499.01,1,PC,05h44m10.44s,86.04348,,,+36d04m50.35s,36.080653,,,7.481,0.047,-0.047,0.0,1.0,-17.234,0.04,-0.04,0.0,1.0,2458836.690355,0.002951,-0.002951,0,1,4.1659434,0.0012475,-0.0012475,0,1,2.311,0.273,-0.273,0,1,7860.0,11.2623,-11.2623,0,1,7.80768,0.580243,-0.580243,0,1,139.281,,,,,957.0,,,,,12.6409,0.006,-0.006,0,1,309.143,2.5255,-2.5255,0,1,5119.0,167.1,-167.1,0,1,4.49,0.09,-0.09,0,1,0.87,0.05,-0.05,0,1,2021-06-23 15:18:33,2021-12-21 12:01:51,0.05,0.09,167.1,,True
3773.01,3773,266772500,266772500.01,1,PC,04h05m59.27s,61.496952,,,+51d43m27.56s,51.724323,,,10.045,0.043,-0.043,0.0,1.0,-6.391,0.032,-0.032,0.0,1.0,2458835.860891,0.002927,-0.002927,0,1,2.9508028,0.0009184,-0.0009184,0,1,1.351,0.371,-0.371,0,1,5200.0,41.3771,-41.3771,0,1,13.4328,2.0548,-2.0548,0,1,208.956,,,,,1059.0,,,,,12.5517,0.006,-0.006,0,1,683.852,9.6975,-9.6975,0,1,5823.8,199.6,-199.6,0,1,3.99,0.14,-0.14,0,1,1.71,0.21,-0.21,0,1,2021-06-23 15:18:33,2022-04-20 12:06:50,0.21,0.14,199.6,,True
3786.01,3786,321250206,321250206.01,1,PC,06h20m29.07s,95.121127,,,+58d05m39.11s,58.094196,,,7.746,0.055,-0.055,0.0,1.0,-12.047,0.05,-0.05,0.0,1.0,2458865.144467,0.003398,-0.003398,0,1,2.1040634,0.0005391,-0.0005391,0,1,1.38,0.313,-0.313,0,1,3200.0,1443.79,-1443.79,0,1,14.9729,6.49591,-6.49591,0,1,1713.13,,,,,1792.0,,,,,12.3433,0.007,-0.007,0,1,632.756,18.3765,-18.3765,0,1,5973.3,117.6,-117.6,0,1,4.1,0.08,-0.08,0,1,1.54,0.08,-0.08,0,1,2021-06-23 15:20:12,2021-12-21 12:01:51,0.08,0.08,117.6,,True
3788.01,3788,312811620,312811620.01,1,PC,06h17m43.82s,94.432577,,,+54d22m52.7s,54.381306,,,11.45,0.061,-0.061,0.0,1.0,-11.436,0.065,-0.065,0.0,1.0,2458863.845509,0.001092,-0.001092,0,1,3.0923729,0.0003416,-0.0003416,0,1,3.061,0.492,-0.492,0,1,7200.0,10.3167,-10.3167,0,1,15.1739,1.07166,-1.07166,0,1,1605.66,,,,,1763.0,,,,,11.3321,0.007,-0.007,0,1,516.643,13.352,-13.352,0,1,6510.2,150.8,-150.8,0,1,4.07,0.1,-0.1,0,1,1.76,0.1,-0.1,0,1,2021-06-23 15:20:12,2021-12-21 12:01:51,0.1,0.1,150.8,,True
3792.01,3792,453348525,453348525.01,1,PC,06h50m23.87s,102.599479,,,+48d56m41.94s,48.944982,,,-4.148,0.107,-0.107,0.0,1.0,-7.422,0.099,-0.099,0.0,1.0,2458867.809578,0.004377,-0.004377,0,1,0.7729066,0.0002411,-0.0002411,0,1,1.109,0.239,-0.239,0,1,2850.0,16.1603,-16.1603,0,1,6.51984,0.67556,-0.67556,0,1,2135.77,,,,,1893.0,,,,,12.7859,0.009,-0.009,0,1,640.574,27.8615,-27.8615,0,1,6125.0,131.8,-131.8,0,1,4.35,0.09,-0.09,0,1,1.19,0.08,-0.08,0,1,2021-06-23 15:20:13,2021-10-29 12:59:15,0.08,0.09,131.8,,True
3795.01,3795,253030300,253030300.01,1,PC,06h34m55.79s,98.732441,,,+49d40m35.67s,49.676574,,,-1.05,0.062,-0.062,0.0,1.0,-1.028,0.059,-0.059,0.0,1.0,2458865.943138,0.004472,-0.004472,0,1,2.8300213,0.0009204,-0.0009204,0,1,1.646,0.556,-0.556,0,1,3790.0,27.864,-27.864,0,1,6.47417,0.65248,-0.65248,0,1,462.811,,,,,1292.0,,,,,12.2361,0.008,-0.008,0,1,439.841,8.537,-8.537,0,1,6205.0,109.5,-109.5,0,1,4.51,0.08,-0.08,0,1,1.01,0.04,-0.04,0,1,2021-06-23 15:20:14,2021-12-21 12:01:51,0.04,0.08,109.5,,True
3800.01,3800,21291176,21291176.01,1,PC,06h53m06.26s,103.276084,,,+39d07m56.2s,39.132278,,,1.676,0.081,-0.081,0.0,1.0,-1.262,0.074,-0.074,0.0,1.0,2458866.227324,0.005176,-0.005176,0,1,1.6667559,0.000626,-0.000626,0,1,2.35,0.384,-0.384,0,1,1730.0,4.70509,-4.70509,0,1,5.73913,0.429375,-0.429375,0,1,3970.53,,,,,2211.0,,,,,11.7248,0.007,-0.007,0,1,598.894,17.984,-17.984,0,1,7189.4,107.2,-107.2,0,1,4.35,0.09,-0.09,0,1,1.4,0.07,-0.07,0,1,2021-06-23 15:20:15,2021-12-21 12:01:51,0.07,0.09,107.2,,True
3802.01,3802,190250689,190250689.01,1,PC,06h35m07.58s,98.781576,,,+45d01m39.66s,45.027682,,,25.651,0.045,-0.045,0.0,1.0,-6.665,0.043,-0.043,0.0,1.0,2458866.749372,0.001574,-0.001574,0,1,1.4658218,0.0001651,-0.0001651,0,1,1.294,0.112,-0.112,0,1,8700.0,7.72178,-7.72178,0,1,12.9122,0.819436,-0.819436,0,1,491.415,,,,,1311.0,,,,,12.5548,0.008,-0.008,0,1,550.393,11.364,-11.364,0,1,5586.0,129.2,-129.2,0,1,4.17,0.08,-0.08,0,1,1.36,0.07,-0.07,0,1,2021-06-23 15:20:15,2021-12-03 12:01:51,0.07,0.08,129.2,,True
